56698	Estás {{c1::despedido}}.	3938705	You are dismissed.	[sound:spa-56698-audio.mp3]
120062	Se fue sin {{c1::despedirse}}.	3338497	She left without saying goodbye.	[sound:spa-120062-audio.mp3]
180709	He ayudado a mis padres con las tareas {{c1::domésticas}}.	262217	I helped my parents with the housework.	[sound:spa-180709-audio.mp3]
329819	Seguramente él me {{c1::llamará}} por teléfono esta noche.	3627112	Surely he'll phone me tonight.	[sound:spa-329819-audio.mp3]
329823	Leer crítica {{c1::literaria}} es muy útil para comprender la literatura.	320044	Reading literary criticism is very helpful to understanding literature.	[sound:spa-329823-audio.mp3]
329873	El presidente abandonó esa idea por no ser {{c1::realista}}.	265373	The president gave up the idea because it was not practical.	[sound:spa-329873-audio.mp3]
329882	Ella no sólo es {{c1::guapa}}, sino también amable.	310692	She is not only pretty, but also kind.	[sound:spa-329882-audio.mp3]
329886	La esclavitud está abolida en casi todas las {{c1::regiones}} del mundo.	279561	Slavery has been abolished in most parts of the world.	[sound:spa-329886-audio.mp3]
329888	El asunto de su propuesta está en {{c1::consideración}}.	286411	The proposal he made yesterday is now under consideration.	[sound:spa-329888-audio.mp3]
329895	Él es poco {{c1::hablador}}.	493766	He is a man of few words.	[sound:spa-329895-audio.mp3]
329940	Pongámosle ese {{c1::trabajo}} a mi hijo.	274392	My son shall do the work.	[sound:spa-329940-audio.mp3]
329961	Ken tiene muchos más {{c1::libros}} que tú.	3627114	Ken has many more books than you.	[sound:spa-329961-audio.mp3]
330006	Él me {{c1::retuvo}} a toda costa para que me quedara un poco más.	290395	He pressed me to stay a little longer.	[sound:spa-330006-audio.mp3]
330071	Espero {{c1::respuesta}} de usted.	6151388	I await an answer from you.	[sound:spa-330071-audio.mp3]
330078	No sé qué {{c1::ocurrirá}} a partir de ahora.	242054	You never can tell what is going to happen.	[sound:spa-330078-audio.mp3]
330084	Ya la había {{c1::conocido}}.	255986	I have seen her before.	[sound:spa-330084-audio.mp3]
330085	La historia se {{c1::ponía}} más y más interesante.	319945	The story got more and more exciting.	[sound:spa-330085-audio.mp3]
330122	Todos la miramos {{c1::fijamente}}.	248324	All of us stared at her.	[sound:spa-330122-audio.mp3]
330148	Deberías {{c1::aprovechar}} esta oportunidad.	4101313	You should make good use of this opportunity.	[sound:spa-330148-audio.mp3]
330645	Pone muchos {{c1::deberes}}.	266692	Our teacher gives us a lot of homework.	[sound:spa-330645-audio.mp3]
330646	Fue un {{c1::descuido}} dejarte la llave del coche puesta.	265464	It was careless of you to leave the key in the car.	[sound:spa-330646-audio.mp3]
330651	Me mantengo en forma {{c1::trotando}} todas las mañanas.	261805	I keep fit by jogging every morning.	[sound:spa-330651-audio.mp3]
330656	Le {{c1::trasladé}} el mensaje a él.	254593	I carried the message to him.	[sound:spa-330656-audio.mp3]
330980	¿Para {{c1::qué}} hiciste eso?	36456	What did you do that for?	[sound:spa-330980-audio.mp3]
331029	Para empeorar las cosas, comenzó a beber {{c1::sake}}.	53983	To make matters worse, he began to drink sake.	[sound:spa-331029-audio.mp3]
331072	Su ropa está {{c1::gastada}}.	285530	His clothes are worn out.	[sound:spa-331072-audio.mp3]
331076	Todas sus {{c1::esperanzas}} se desvanecieron cuando perdió a su único hijo en la guerra.	285537	All his hopes evaporated when he lost his only son in the war.	[sound:spa-331076-audio.mp3]
331261	Espero {{c1::reunirme}} contigo en esta ciudad.	71160	I am looking forward to seeing you in this town.	[sound:spa-331261-audio.mp3]
331272	Tengo algo bueno que {{c1::contarte}}.	71163	I have something good to tell you.	[sound:spa-331272-audio.mp3]
331345	Me perdí tratando de llegar a la {{c1::biblioteca}}.	270706	I got lost trying to find the library.	[sound:spa-331345-audio.mp3]
331446	Eso es un {{c1::completo}} sin sentido.	42267	That's absolute nonsense!	[sound:spa-331446-audio.mp3]
331447	Eso está {{c1::todo}} malo.	42268	That's altogether wrong.	[sound:spa-331447-audio.mp3]
331449	Eso es algo {{c1::inusual}}, sin duda alguna.	42270	That's an unusual thing, undoubtedly.	[sound:spa-331449-audio.mp3]
331450	Eso es de todo mi {{c1::agrado}}.	42271	That's quite to my taste.	[sound:spa-331450-audio.mp3]
331455	Eso no es {{c1::completamente}} seguro.	42277	That's not absolutely certain.	[sound:spa-331455-audio.mp3]
331597	Esto no es lo que {{c1::ordené}}.	1682992	This is not what I ordered.	[sound:spa-331597-audio.mp3]
331599	Este es el mismo {{c1::lápiz}} que perdí el otro día.	55652	This is the same pencil that I lost the other day.	[sound:spa-331599-audio.mp3]
331735	Ella {{c1::asumió}} toda la responsabilidad de sus actos.	314663	She took full responsibility for her actions.	[sound:spa-331735-audio.mp3]
331736	Se le pidió que rindiera cuentas de su {{c1::conducta}}.	314664	She was asked to account for her conduct.	[sound:spa-331736-audio.mp3]
331741	Ella se preocupa mucho de su {{c1::presentación}} personal.	314672	She cares a lot about her personal appearance.	[sound:spa-331741-audio.mp3]
331759	Él está {{c1::orgulloso}} de no haber ido nunca al médico.	293624	He is proud of not having consulted a doctor.	[sound:spa-331759-audio.mp3]
331765	Ella {{c1::cumplió}} el objetivo de ganar el premio.	316104	She achieved the goal of winning the prize.	[sound:spa-331765-audio.mp3]
331766	Ella {{c1::continuamente}} entra y sale del hospital.	316098	She is constantly in and out of hospital.	[sound:spa-331766-audio.mp3]
331783	Las televisión muestra violencia que {{c1::influencia}} a los jóvenes más que nada.	39187	Television shows violence, which influences, above all, younger people.	[sound:spa-331783-audio.mp3]
331784	La televisión lo {{c1::atrae}} mucho.	39188	Television has a great appeal for him.	[sound:spa-331784-audio.mp3]
331922	Las {{c1::visitas}} van a llegar el 18 y a partir el 20.	321087	The visitors are to come on the 18th and leave on the 20th.	[sound:spa-331922-audio.mp3]
331927	El {{c1::visitante}} dejó un mensaje con su hermana.	321091	The visitor left a message with his sister.	[sound:spa-331927-audio.mp3]
331930	En una sociedad acomodada, la mayoría de las personas tienen altos {{c1::estándares}} de vida.	321095	In an affluent society most people have a high standard of living.	[sound:spa-331930-audio.mp3]
334220	Mi padre se va a {{c1::operar}}.	319267	Father is going to undergo an operation.	[sound:spa-334220-audio.mp3]
334225	Mi padre no está en casa, {{c1::pero}} sí mi madre.	319272	Father is out, but Mother is at home.	[sound:spa-334225-audio.mp3]
336282	Nuestra {{c1::profesora}} es muy dura de cabeza, ¿o no?	2756593	Our teacher is really stubborn, or not?	[sound:spa-336282-audio.mp3]
336294	Ya que he {{c1::vivido}} en Tokio antes, conozco bastante bien la ciudad.	528091	Since I lived in Tokyo, I know that city pretty well.	[sound:spa-336294-audio.mp3]
336304	Él fue {{c1::envuelto}} en ese lío.	290546	He was involved in the trouble.	[sound:spa-336304-audio.mp3]
336311	Probablemente ella no {{c1::olvidará}} haber escuchado esa triste canción.	457971	She will not forget listening to the sad tune.	[sound:spa-336311-audio.mp3]
336319	Pasó una semana antes que Jane se {{c1::mejorara}} de su resfrío.	53827	It was a week before Jane got over her cold.	[sound:spa-336319-audio.mp3]
336320	Lo {{c1::llevaremos}} a su asiento pronto.	32481	We can seat you soon.	[sound:spa-336320-audio.mp3]
336325	Esa {{c1::responsabilidad}} es una carga para él.	45877	That responsibility is a burden to him.	[sound:spa-336325-audio.mp3]
336326	Puedes seguir el camino que {{c1::desees}}.	37987	You can take whichever road you like.	[sound:spa-336326-audio.mp3]
336331	Nos vemos a la {{c1::próxima}}.	32635	See you again.	[sound:spa-336331-audio.mp3]
336338	Mejorará por su cuenta en dos {{c1::semanas}}.	72856	It will go away by itself in two weeks.	[sound:spa-336338-audio.mp3]
336344	Estoy transpirando a {{c1::mares}}.	21028	I'm dripping with sweat.	[sound:spa-336344-audio.mp3]
336357	Tom se {{c1::veía}} preocupado por el resultado de una prueba de inglés	37184	Tom looked worried about the result of an English test.	[sound:spa-336357-audio.mp3]
336361	El {{c1::clima}} cambia seguido en Inglaterra.	66613	The weather changes very often in England.	[sound:spa-336361-audio.mp3]
336368	Sé que había una gran {{c1::iglesia}} ahí.	1535864	I know there was a big church there.	[sound:spa-336368-audio.mp3]
336372	Me sorprendieron las noticias {{c1::inesperadas}}.	47345	I jumped at the unexpected news.	[sound:spa-336372-audio.mp3]
336373	Por favor toma un {{c1::descanso}} por unos días.	72999	Please take a rest for a few days.	[sound:spa-336373-audio.mp3]
336381	Esperábamos terminar el trabajo antes de las {{c1::fiestas}}.	23050	We hoped to have done with the work before the holidays.	[sound:spa-336381-audio.mp3]
336383	El sol de verano {{c1::pegaba}} en nuestra frente.	24358	The summer sun glared down on us.	[sound:spa-336383-audio.mp3]
336390	El tren debería llegar a la estación antes del {{c1::mediodía}}.	326247	The train will probably arrive at the station before noon.	[sound:spa-336390-audio.mp3]
336398	El pueblo fue destruido por la {{c1::inundación}} que vino después de la tormenta.	277888	The town was destroyed by the flood after the storm.	[sound:spa-336398-audio.mp3]
336405	Me gustaría hacer una llamada a Tokio, Japón. El número es {{c1::3202}}-5625.	281448	I'd like to make a call to Tokyo, Japan. The number is 3202-5625.	[sound:spa-336405-audio.mp3]
336518	Este libro es lo suficientemente fácil como para que ellos lo {{c1::lean}}.	57017	This book is easy enough for them to read.	[sound:spa-336518-audio.mp3]
336537	Hubo mucha nieve el {{c1::invierno}} anterior.	19429	There was a lot of snow last winter.	[sound:spa-336537-audio.mp3]
336540	Bueno. ¡Que te vaya {{c1::bien}}!	4431177	Sure. Good luck!	[sound:spa-336540-audio.mp3]
336546	Desearía llevar unas {{c1::botas}}.	34403	I would like to purchase some boots.	[sound:spa-336546-audio.mp3]
336551	Estoy bastante {{c1::complacido}} contigo.	70930	I am quite pleased with you.	[sound:spa-336551-audio.mp3]
336573	Mike es el único hombre del {{c1::comité}}.	32940	Mike is the only man on the board.	[sound:spa-336573-audio.mp3]
336762	Debemos estar siempre preparados para los {{c1::desastres}}.	22899	We must always be prepared for disasters.	[sound:spa-336762-audio.mp3]
336766	Él dijo, "La administración {{c1::japonesa}} debe aprender como tratar con los trabajadores americanos".	73585	Japanese management must learn how to deal with American workers, he said.	[sound:spa-336766-audio.mp3]
336771	El pueblo estaba lleno de {{c1::actividad}}.	48964	The town was full of activity.	[sound:spa-336771-audio.mp3]
336773	La recesión es un periodo de {{c1::disminución}} temporal de la actividad económica en medio de un período en cual actividad generalmente está aumentando.	29685	Recession is a temporary falling off of business activity during a period when such activity is generally increasing.	[sound:spa-336773-audio.mp3]
336775	¿Qué {{c1::deberían}} hacer en esta situación?	60417	What should they do in this situation?	[sound:spa-336775-audio.mp3]
336776	Haz lo {{c1::que}} el doctor te dijo.	28031	You had better do as the doctor advised you.	[sound:spa-336776-audio.mp3]
336781	Sólo {{c1::aceptaremos}} bajo esa condición.	46178	We will only consent on that condition.	[sound:spa-336781-audio.mp3]
336782	En lo que sea que hagas, debes {{c1::esforzarte}} al máximo.	36292	In doing anything, you must do your best.	[sound:spa-336782-audio.mp3]
336786	Se {{c1::esconde}} un bello valle tras esa colina.	19880	A beautiful valley lies behind the hill.	[sound:spa-336786-audio.mp3]
336793	¡Te {{c1::recuperarás}} pronto!	52111	I believe you'll get over it soon.	[sound:spa-336793-audio.mp3]
336798	Diga cuál le gustaría {{c1::llevar}}.	37998	Say which one you would like.	[sound:spa-336798-audio.mp3]
336802	Necesitamos comer {{c1::para}} vivir.	5365089	We need to eat in order to live.	[sound:spa-336802-audio.mp3]
336803	Cuando {{c1::dimos}} vuelta a la esquina pu{{c1::dimos}} divisar el lago aparecer.	23513	As we went around the corner, the lake came into view.	[sound:spa-336803-audio.mp3]
336810	Perdimos al hombre entre la {{c1::muchedumbre}}.	28786	We lost sight of the man in the crowd.	[sound:spa-336810-audio.mp3]
336811	Años de resistencia a la adversidad terminó cuando los conquistadores fueron {{c1::superados}} en número por los salvajes, y sus esperanzas -y vidas-, llegaron a un triste final.	28169	Years of resistance to misfortune ended when the settlers' village was overcome by the savages and their hopes and lives came to the bitter end.	[sound:spa-336811-audio.mp3]
336813	Tus palabras deben ser consecuentes con tus {{c1::acciones}}.	17227	Your words must correspond with your actions.	[sound:spa-336813-audio.mp3]
336817	Si todo anda bien, puedo {{c1::producir}} un par de piezas al día.	65457	I can produce several pieces a day if I'm lucky.	[sound:spa-336817-audio.mp3]
336824	Los {{c1::ríos}} se inundaron con la lluvia torrencial.	23907	The rivers were flooded by the heavy rain.	[sound:spa-336824-audio.mp3]
336829	Las nubes se {{c1::abrieron}} y se asomó el sol.	26506	The clouds opened and the sun shone through.	[sound:spa-336829-audio.mp3]
337094	El trabajo debe {{c1::estar}} listo mañana.	497952	The work should be ready tomorrow.	[sound:spa-337094-audio.mp3]
337096	El {{c1::edificio}} debe estar en llamas.	71762	That building must be on fire.	[sound:spa-337096-audio.mp3]
337099	Deberías ver el {{c1::asunto}} con más cuidado.	43697	Look into the matter more carefully.	[sound:spa-337099-audio.mp3]
337100	El {{c1::juguete}} está hecho de madera.	2333681	The toy is made of wood.	[sound:spa-337100-audio.mp3]
337102	Tus ideas están {{c1::pasadas}} de moda.	70673	Your ideas are all out of date.	[sound:spa-337102-audio.mp3]
337106	Llené el {{c1::estanque}} en la bencinera de la esquina.	21673	I had my car filled up at the service station at the corner.	[sound:spa-337106-audio.mp3]
337108	Cocinar hasta convertir en {{c1::pulpa}}.	63019	Reduce to pulp by boiling.	[sound:spa-337108-audio.mp3]
337109	El policía {{c1::investigó}} cuidadosamente el cuarto en busca de evidencia.	48453	The policeman went over the room in search for evidence.	[sound:spa-337109-audio.mp3]
337112	Debes dejar de actuar de forma tan {{c1::tonta}}.	16434	You must put an end to your foolish behavior.	[sound:spa-337112-audio.mp3]
337114	Por favor, guste {{c1::servirse}} galletas.	38589	Please help yourself to the cookies.	[sound:spa-337114-audio.mp3]
337116	Creo que eres un chico bastante {{c1::simpático}}.	68938	I think you're a really nice guy.	[sound:spa-337116-audio.mp3]
337131	Él {{c1::continuó}} los negocios por muchos años.	301132	He carried on business for many years.	[sound:spa-337131-audio.mp3]
337132	Me {{c1::permitiría}} usar su teléfono, ¿por favor?	453601	Could I please use your phone?	[sound:spa-337132-audio.mp3]
337134	Llegó {{c1::atrasado}} en 30 minutos.	288527	He turned up 30 minutes late.	[sound:spa-337134-audio.mp3]
337142	El alardeó {{c1::con}} su auto nuevo.	298785	He showed off his new car.	[sound:spa-337142-audio.mp3]
337144	Él siempre {{c1::cumplió}} con sus promesas.	5345272	He always kept his promises.	[sound:spa-337144-audio.mp3]
337147	Él se hizo una fortuna en Nueva York, y {{c1::regresó}} a la pequeña ciudad donde nació.	292320	He made a lot of money in New York and went back to the small town where he was born.	[sound:spa-337147-audio.mp3]
337152	No quiero ni escuchar sus {{c1::voces}}.	64866	I don't want to hear you speak.	[sound:spa-337152-audio.mp3]
337153	Tom, quien había estado trabajando todo el día, quería un {{c1::descanso}}.	37190	Tom, who had been working all day, wanted to have a rest.	[sound:spa-337153-audio.mp3]
337800	¿Desde dónde sale el autobús del {{c1::aeropuerto}}?	18199	Where can I get the airport bus?	[sound:spa-337800-audio.mp3]
337809	¿Por qué ha decidido Bill llegar a ser {{c1::ingeniero}}?	38731	What made Bill decide to be an engineer?	[sound:spa-337809-audio.mp3]
337816	¿Has {{c1::ido}} a Guam?	63062	Have you ever been to Guam?	[sound:spa-337816-audio.mp3]
337884	Fueron, por la mayoría, {{c1::jóvenes}}.	305253	They were for the most part young people.	[sound:spa-337884-audio.mp3]
338245	Como dice el {{c1::refrán}}, "quien no se aventura, no pasa la mar".	239805	As the saying goes, "Nothing ventured, nothing gained."	[sound:spa-338245-audio.mp3]
338508	El {{c1::mozo}} me llevó la maleta.	259025	I had the porter carry my suitcase.	[sound:spa-338508-audio.mp3]
338509	Un tal Sr. Ito desea {{c1::verle}}.	1445304	A Mr. Ito wants to see you.	[sound:spa-338509-audio.mp3]
338516	Cada vez que lo veo me {{c1::pongo}} muy contento.	285007	Every time I meet him, I feel so happy.	[sound:spa-338516-audio.mp3]
338518	La dieta {{c1::básica}} de los japoneses es arroz y pescado.	5504075	The basic Japanese diet consists of rice and fish.	[sound:spa-338518-audio.mp3]
338520	Ella hacía mucho ruido con el {{c1::piano}}.	3570075	She made a lot of noise on the piano.	[sound:spa-338520-audio.mp3]
338524	Eso no es cierto, lo {{c1::diga}} quien lo {{c1::diga}}.	276254	Whoever says so, it is not true.	[sound:spa-338524-audio.mp3]
338542	Él {{c1::prometió}} llevarme al cine.	298095	He made a promise to take me to the movies.	[sound:spa-338542-audio.mp3]
338543	Hagamos por {{c1::solucionar}} ese problema luego.	3570074	We'll figure out how to solve the problem later.	[sound:spa-338543-audio.mp3]
338549	Deberías irte {{c1::inmediatamente}}.	2447351	You should leave immediately.	[sound:spa-338549-audio.mp3]
338553	Ella {{c1::limpió}} la habitación por mí.	3570071	She cleaned the room for me.	[sound:spa-338553-audio.mp3]
338556	Yo la valoraba {{c1::enormemente}}.	261334	I had a good opinion of her.	[sound:spa-338556-audio.mp3]
338557	Parece ser que en aquel momento él era {{c1::rico}}.	301952	He seems to have been rich in those days.	[sound:spa-338557-audio.mp3]
338564	¿No {{c1::huele}} a algo extraño?	3570070	It smells weird, doesn't it?	[sound:spa-338564-audio.mp3]
338577	En Japón estás {{c1::rodeado}} de belleza.	281184	In Japan, you are surrounded by beauty.	[sound:spa-338577-audio.mp3]
338592	No sólo hay que pensar en trabajar, sino también en la {{c1::importancia}} de la familia.	1365904	You mustn't think only about your job, you must also think about the importance of your family.	[sound:spa-338592-audio.mp3]
338682	¿Qué {{c1::diantres}} pretenderá él?	66251	What in the world does he mean?	[sound:spa-338682-audio.mp3]
338683	Encárgate de esta {{c1::llave}}.	59401	Please take charge of this key.	[sound:spa-338683-audio.mp3]
338697	Se le {{c1::consideraba}} un genio.	301767	He was reputed to be a genius.	[sound:spa-338697-audio.mp3]
338702	Cuando se {{c1::casó}}, sin duda ella pasaba de los 30.	308254	She must have been over thirty when she got married.	[sound:spa-338702-audio.mp3]
338930	La teoría científica que más me gusta es la de que los anillos de Saturno se {{c1::componen}} por completo de equipajes perdidos.	2272	The scientific theory I like the best is that the rings of Saturn are composed entirely of lost luggage.	[sound:spa-338930-audio.mp3]
338936	Porque Dios no ha enviado a su Hijo al mundo para juzgar al mundo, sino para que el mundo se {{c1::salve}} por él.	269622	For God sent not his Son into the world to condemn the world; but that the world through him might be saved.	[sound:spa-338936-audio.mp3]
339004	Ellos {{c1::reclaman}} una reducción de su horario laboral.	307688	They are demanding shorter working hours.	[sound:spa-339004-audio.mp3]
339011	Enfocad el {{c1::microscopio}}.	239416	Adjust the microscope's focus.	[sound:spa-339011-audio.mp3]
339018	Él es {{c1::extremadamente}} amable.	302980	He is a very decent fellow.	[sound:spa-339018-audio.mp3]
339034	Le agradezco que haya venido {{c1::expresamente}} desde tan lejos.	25859	Thank you very much for coming all the way to see me.	[sound:spa-339034-audio.mp3]
339047	¿Le importaría {{c1::repartir}} esto?	282478	Can you deliver this?	[sound:spa-339047-audio.mp3]
339051	No tengo más {{c1::remedio}} que renunciar a mi sueño de ir al extranjero.	256587	There's nothing I can do but give up the idea of going abroad.	[sound:spa-339051-audio.mp3]
339059	Dos {{c1::cervezas}}, por favor.	2192248	Two beers please.	[sound:spa-339059-audio.mp3]
339080	No he visto ni una vez a Kimura {{c1::últimamente}}.	243899	I haven't seen anything of Mr Kimura lately.	[sound:spa-339080-audio.mp3]
339116	¿Cuándo se {{c1::publica}} su nueva novela?	1938925	When will his new novel be published?	[sound:spa-339116-audio.mp3]
339119	Me puse muy {{c1::contento}} de ver a mi viejo amigo.	5354239	I was very happy to see my old friend.	[sound:spa-339119-audio.mp3]
339159	Lo que es hasta ahora, el viaje ha sido muy {{c1::divertido}}.	241883	So far we have enjoyed our journey very much.	[sound:spa-339159-audio.mp3]
339201	Los trabajadores están en {{c1::huelga}}.	326360	The workers are on strike.	[sound:spa-339201-audio.mp3]
339262	Kate es {{c1::admirada}} por todos.	62691	Kate is looked up to by everybody.	[sound:spa-339262-audio.mp3]
339266	No creo que él {{c1::sepa}} hacer ese trabajo.	734405	I don't think he'll know how to do that work.	[sound:spa-339266-audio.mp3]
339269	Pienso que es {{c1::mejor}} que no diga nada sobre eso.	254765	I think I had better not say anything about it.	[sound:spa-339269-audio.mp3]
339296	Sí, eso sí puedo cantarlo de {{c1::memoria}}.	327239	Yes. This one I can sing from memory.	[sound:spa-339296-audio.mp3]
339298	No {{c1::dejo}} de admirarme ante tu coche nuevo.	70538	I cannot help admiring your new car.	[sound:spa-339298-audio.mp3]
339325	Mucha gente {{c1::asistió}} a esa fiesta.	41016	A crowd of people were present at a party.	[sound:spa-339325-audio.mp3]
339346	Si hubiera {{c1::sabido}} la dirección de ella, le habría escrito una carta.	931366	If I had known her address, I would have written her a letter.	[sound:spa-339346-audio.mp3]
339374	Aquella casa del {{c1::tejado}} rojo es la de Tom.	1046483	That house with the red roof is Tom's house.	[sound:spa-339374-audio.mp3]
339382	La cultura se {{c1::transmite}} de generación en generación.	320031	Culture is handed down from generation to generation.	[sound:spa-339382-audio.mp3]
339387	Eso {{c1::huele}} bien.	3795200	That smells nice.	[sound:spa-339387-audio.mp3]
339390	El lago Biwa {{c1::apareció}} ante nuestra vista.	318133	Lake Biwa came in sight.	[sound:spa-339390-audio.mp3]
339394	Marzo {{c1::ventoso}} y abril lluvioso, hacen a mayo florido y hermoso.	72707	March winds and April showers bring forth May flowers.	[sound:spa-339394-audio.mp3]
339399	Él estaba completamente {{c1::agotado}} cuando volvió a casa.	288094	He was worn out when he got home.	[sound:spa-339399-audio.mp3]
339412	Él encontró una {{c1::pelota}} en el jardín.	301703	He found a ball in the garden.	[sound:spa-339412-audio.mp3]
339533	Ellos lo {{c1::oyeron}} bajar por las escaleras.	307322	They heard him come downstairs.	[sound:spa-339533-audio.mp3]
339540	El aire de las grandes ciudades está {{c1::contaminado}}.	279424	Air is polluted in cities.	[sound:spa-339540-audio.mp3]
339560	¿Qué tal si {{c1::damos}} un paseo después del almuerzo?	277590	How about going for a walk after lunch?	[sound:spa-339560-audio.mp3]
339579	Me habló del accidente {{c1::enteramente}} como si lo hubiera visto con sus propios ojos.	292969	He told me about the accident as if he had seen it with his own eyes.	[sound:spa-339579-audio.mp3]
339629	Lo {{c1::conocí}} hace tres años.	2740799	I met him three years ago.	[sound:spa-339629-audio.mp3]
339649	Vinieron {{c1::todos}} ellos.	306081	They all have come.	[sound:spa-339649-audio.mp3]
339699	Él volvió a casa {{c1::habiendo}} luz todavía.	304069	He went home while it was still light.	[sound:spa-339699-audio.mp3]
339822	Le telefonearemos tan pronto como lo {{c1::sepamos}}.	320002	We will contact you as soon as we know.	[sound:spa-339822-audio.mp3]
339836	Él {{c1::estuvo}} trabajando hasta tarde por la noche.	301498	He was at work till late at night.	[sound:spa-339836-audio.mp3]
339923	Su retraso no {{c1::admite}} lugar a excusas.	1099562	There's no excuse for his delay.	[sound:spa-339923-audio.mp3]
339984	Numerosos hombres {{c1::partieron}} hacia el Oeste en busca de oro.	1037237	Many men set out for the West in search of gold.	[sound:spa-339984-audio.mp3]
339998	¿Vienes conmigo de {{c1::picnic}}?	1037195	Do you want to go on a picnic with me?	[sound:spa-339998-audio.mp3]
340001	No es {{c1::necesario}} ingresarlo en el hospital.	1037208	It's not necessary to put him in the hospital.	[sound:spa-340001-audio.mp3]
340004	Él llevaba dos horas de {{c1::lectura}} cuando ella entró.	1037217	He had already spent two hours lecturing when she came in.	[sound:spa-340004-audio.mp3]
340011	Él {{c1::creía}} en la verdad.	299985	He believed in the truth.	[sound:spa-340011-audio.mp3]
340045	Ellos {{c1::bajaron}} en la siguiente parada de autobús.	298426	They got off at the next bus stop.	[sound:spa-340045-audio.mp3]
340056	Ellos están {{c1::ahorrando}} para adquirir una casa.	306243	They are saving their money for the purchase of a house.	[sound:spa-340056-audio.mp3]
340181	Sintiéndose cansado de caminar por el campo, él se tomó una {{c1::siesta}}.	454494	Feeling tired from walking in the countryside, he took a nap.	[sound:spa-340181-audio.mp3]
340216	Él estaba totalmente {{c1::borracho}}.	6083047	He was sloshed.	[sound:spa-340216-audio.mp3]
340226	Ya está la {{c1::cena}}, papá.	282821	Dinner is ready, Father.	[sound:spa-340226-audio.mp3]
340260	Dice que viene {{c1::enseguida}}.	290247	He says he will come at once.	[sound:spa-340260-audio.mp3]
340296	Le encanta el {{c1::fútbol}}.	6548849	He loves football.	[sound:spa-340296-audio.mp3]
340387	Él tiene un {{c1::tremendo}} talento como artista.	295764	He has great ability as an artist.	[sound:spa-340387-audio.mp3]
340513	Él se {{c1::marchó}} de aquí hace dos o tres días.	3649487	He left here two or three days ago.	[sound:spa-340513-audio.mp3]
340527	Explícame la razón por la que él fue {{c1::despedido}}.	283835	Tell me the reason why he was fired.	[sound:spa-340527-audio.mp3]
340557	El {{c1::atuendo}} de ella estaba fuera de lugar en una fiesta formal.	309015	Her clothes were out of place at a formal party.	[sound:spa-340557-audio.mp3]
340667	No hay gente tan {{c1::tonta}} como para creer lo que él dice.	286056	No one is so foolish as to believe what he says.	[sound:spa-340667-audio.mp3]
341771	Él silbaba {{c1::alegremente}} mientras conducía.	294870	He drove his car, whistling merrily.	[sound:spa-341771-audio.mp3]
341786	Él no conoce a ninguno de sus dos {{c1::hermanos}}.	1614242	He knows neither of his two brothers.	[sound:spa-341786-audio.mp3]
